survey_time,correlation_id,gender,age,race,education,ideology,party ID,political_interest,"To check whether you are reading the questions, click on the second answer from the top.",false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG,misp,skept,trust,visit_medialit,visit_news,visit_fake ,visit_fact,tr_factcheck,tr_medialit,tr_coverage ,tr_all 
9/3/22 14:44,hQelfvHDvKFlzcOuV7Jf4w**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Democrat,Somewhat interested,Last year,1,4,1,3,2,4,2,3,3,2,3,2,1,1,2,1,4,2,3,2,5,4,1,6,2,4,6,,,,,,,,,,,,,,,,,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No,8,0,0,970,1,No,No,No,No,No,No,Yes,No,,,,,,,,,,,
9/3/22 14:44,hQelfvHDvKEytyS5LVGFvA**,Male,65+,Non-Hispanic White,Master's Degree,Very liberal,A strong Democrat,Extremely interested,Last year,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,4,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No,2,0,0,614,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKFDCEO0Jc025A**,Female,18 to 24,Non-Hispanic White,Master's Degree,Very liberal,A strong Democrat,Very interested,Last year,3,4,3,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,7,7,6,6,5,6,6,,,,,,,,,,,,,,,,,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>;FACTCHECK.ORG=>;FACTCHECK.ORG=>;FACTCHECK.ORG=>;FACTCHECK.ORG=>;FACTCHECK.ORG=>;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>No;DIGITAL.COM=>No;USATODAY.COM=>No;USATODAY.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>No,6,0,0,565,1,No,No,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKGxpFDqxrb3hA**,Male,65+,Non-Hispanic White,Master's Degree,Middle of the road,"Independent, lean toward Republican",Very interested,Last year,2,3,2,3,3,1,2,1,3,1,3,1,2,2,2,3,3,1,3,1,2,4,4,4,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No,1,0,0,696,2,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKHtQBuCHR3Vlg**,Female,65+,Other,High School Graduate,Middle of the road,Independent (close to neither party),Not at all interested,Last year,2,3,2,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,3,2,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,;APNEWS.COM=>;APNEWS.COM=>;APNEWS.COM=>;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No,2,0,0,381,2,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKGtmoT7CybdtA**,Female,65+,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Very interested,Last year,2,3,2,2,3,2,3,1,3,1,3,1,2,3,2,1,2,3,2,2,2,4,3,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No,10,0,0,886,,No,Yes,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKGVWmmJWEK9rA**,Female,65+,Non-Hispanic White,Some College Complete,Very conservative,A strong Republican,Very interested,Last year,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,2,3,2,3,2,3,5,3,5,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;DIGITAL.COM=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>Yes,9,0,0,431,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKE3uIct1uwMcA**,Female,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,Independent (close to neither party),Not at all interested,Last year,2,2,2,3,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No,1,0,0,628,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKG6AydU8SYOXg**,Female,45 to 54,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Extremely interested,Last year,3,1,3,1,4,1,3,1,3,1,3,1,1,4,2,4,4,1,3,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No,6,0,0,1004,1,No,No,Yes,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKFUAMS7EMpblw**,Male,65+,Non-Hispanic White,College Degree,Very conservative,"Independent, lean toward Republican",Somewhat interested,Last year,3,1,3,1,3,3,3,2,3,1,3,1,3,2,3,2,3,1,3,1,3,5,1,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,;APNEWS.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>Yes;FACTCHECK.ORG=>Yes,10,0,0,327,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKGLxTtrMjvRlg**,Male,45 to 54,Non-Hispanic White,College Degree,Somewhat liberal,"Independent, lean toward Democrat",Somewhat interested,Last year,3,2,3,3,3,1,3,1,4,1,4,1,2,3,2,3,4,1,4,1,4,5,5,5,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No,2,0,0,543,1,No,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKEUV6lJFuoUwg**,Female,65+,Non-Hispanic White,Some College Complete,Very conservative,"Independent, lean toward Republican",Not very interested,Last year,3,3,2,4,2,2,2,3,3,4,3,1,1,4,1,3,3,3,2,2,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,4,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No,2,0,8,1057,2,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKEQxbkoJ6FuLQ**,Female,35 to 44,Black or African American,High School Graduate,Very liberal,A strong Democrat,Extremely interested,Last year,4,1,4,4,4,1,4,4,4,1,4,4,4,1,4,4,4,1,4,4,7,7,7,7,7,7,7,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes,1,0,7,992,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKHAOjE1wUaOJQ**,Male,35 to 44,Non-Hispanic White,College Degree,Middle of the road,A strong Democrat,Somewhat interested,Last year,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,7,6,6,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes,9,0,5,383,1,No,Yes,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKF-puHayAyT8w**,Male,55 to 64,Non-Hispanic White,Master's Degree,Somewhat liberal,A not very strong Democrat,Somewhat interested,Last year,2,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3,2,3,3,4,5,5,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No,8,0,8,568,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,
9/3/22 14:43,hQelfvHDvKEyXfCodxL6Rw**,Female,55 to 64,Non-Hispanic White,Master's Degree,Middle of the road,A not very strong Democrat,Very interested,Last year,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,1,3,3,3,2,3,5,1,4,4,4,4,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>Yes,10,0,7,452,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKHvF9e9QHQdIg**,Female,55 to 64,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Not very interested,Last year,3,1,3,2,3,1,3,1,2,2,2,2,2,4,2,4,3,2,3,2,2,4,2,2,2,2,4,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No,8,0,1,879,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKG5Ff1b8ITa0Q**,Male,35 to 44,Black or African American,High School Graduate,Middle of the road,Independent (close to neither party),Not very interested,Last year,2,2,2,3,3,2,3,1,4,1,3,1,3,1,3,1,4,1,3,1,3,6,5,4,3,4,5,,,,,,,,,,,,,,,,,,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,,,,,;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;APNEWS.COM=>Yes,8,0,1,823,1,No,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKH7nKsafHwU7w**,Male,55 to 64,Non-Hispanic White,Some College Complete,Somewhat conservative,"Independent, lean toward Republican",Extremely interested,Last year,3,1,3,4,1,1,2,1,3,1,4,1,1,1,3,1,4,1,3,1,1,6,5,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes,6,0,0,624,2,Yes,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKEdMPnxip_Ggg**,Male,55 to 64,Other,College Degree,Somewhat conservative,"Independent, lean toward Democrat",Very interested,Last year,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,2,3,2,5,6,5,5,3,5,5,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WASHINGTONPOST.COM=>No,2,0,0,324,1,No,No,Yes,No,No,No,Yes,No,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKGPABqRBOdWfA**,Male,25 to 34,Non-Hispanic White,Master's Degree,Very conservative,A strong Democrat,Extremely interested,Last year,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,;COMMONSENSE.ORG=>;COMMONSENSE.ORG=>Yes;COMMONSENSE.ORG=>Yes;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;DIGITAL.COM=>Yes,10,0,8,663,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKF2LxvkoLWQXw**,Male,55 to 64,Non-Hispanic White,College Degree,Somewhat liberal,A not very strong Democrat,Not very interested,Last year,3,3,3,3,2,3,2,3,2,1,4,1,3,2,3,1,3,1,4,2,5,6,2,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes,10,0,0,550,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/3/22 14:42,hQelfvHDvKHYXDhq_-9Nqg**,Female,45 to 54,Non-Hispanic White,Some College Complete,Somewhat liberal,"Independent, lean toward Democrat",Very interested,Last year,1,3,1,1,2,2,2,1,4,1,4,1,1,1,1,2,2,1,3,1,5,6,4,5,4,5,6,,,,,,,,,,,,,,,,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes,3,0,0,393,1,No,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,
